
# Surface 0 of 1 surfaces

# Curve title: "'Datos/dataContour.txt'"

# IsoCurve 0, 100 points
# x y z type
 94  13 -8.49812e-06 i
 94  14 -1.82757e-05 i
 94  15 -1.23147e-05 i
 94  16 -3.05472e-06 i
 94  17  2.98316e-05 i
 94  18  6.10966e-05 i
 94  19  9.21119e-05 i
 94  20  0.000146595 i
 94  21  0.000229757 i
 94  22  0.000402704 i
 94  23  0.00067765 i
 94  24  0.00107654 i
 94  25  0.00162205 i
 94  26  0.00234004 i
 94  27  0.00321136 i
 94  28  0.00425706 i
 94  29  0.00551909 i
 94  30  0.00688058 i
 94  31  0.00811163 i
 94  32  0.00931802 i
 94  33  0.0105104 i
 94  34  0.011348 i
 94  35  0.0118708 i
 94  36  0.0121656 i
 94  37  0.0119591 i
 94  38  0.0113492 i
 94  39  0.0105554 i
 94  40  0.00941952 i
 94  41  0.00811941 i
 94  42  0.00679052 i
 94  43  0.00561167 i
 94  44  0.00467817 i
 94  45  0.00300905 i
 94  46  0.00148139 i
 94  47  0.00210828 i
 94  48  0.00235918 i
 94  49  0.000243534 i
 94  50 -0.00126038 i
 94  51  0.000243534 i
 94  52  0.00235918 i
 94  53  0.00210828 i
 94  54  0.00148139 i
 94  55  0.00300905 i
 94  56  0.00467817 i
 94  57  0.00561167 i
 94  58  0.00679052 i
 94  59  0.00811941 i
 94  60  0.00941952 i
 94  61  0.0105554 i
 94  62  0.0113492 i
 94  63  0.0119591 i
 94  64  0.0121656 i
 94  65  0.0118708 i
 94  66  0.011348 i
 94  67  0.0105104 i
 94  68  0.00931802 i
 94  69  0.00811163 i
 94  70  0.00688058 i
 94  71  0.00551909 i
 94  72  0.00425706 i
 94  73  0.00321136 i
 94  74  0.00234004 i
 94  75  0.00162205 i
 94  76  0.00107654 i
 94  77  0.00067765 i
 94  78  0.000402704 i
 94  79  0.000229757 i
 94  80  0.000146595 i
 94  81  9.21119e-05 i
 94  82  6.10966e-05 i
 94  83  2.98316e-05 i
 94  84 -3.05472e-06 i
 94  85 -1.23147e-05 i
 94  86 -1.82757e-05 i
 94  87 -8.49812e-06 i
 94  88  1.67798e-06 i
 94  89  7.13065e-06 i
 94  90  8.16382e-06 i
 94  91  4.92844e-06 i
 94  92  1.46867e-06 i
 94  93 -8.33458e-07 i
 94  94 -1.5701e-06 i
 94  95 -1.32809e-06 i
 94  96 -8.01975e-07 o
 94  97 -3.79797e-07 o
 94  98 -1.46581e-07 o
 94  99 -4.90946e-08 o

# IsoCurve 6, 100 points
# x y z type
 93  0 -8.6056e-08 o
 93  1 -1.49144e-07 o
 93  2 -3.66689e-07 o
 93  3 -7.79232e-07 o
 93  4 -1.30199e-06 o
 93  5 -1.54607e-06 i
 93  6 -8.23289e-07 i
 93  7  1.41922e-06 i
 93  8  4.87669e-06 i
 93  9  7.15803e-06 i
 93  10  6.61112e-06 i
 93  11 -3.00669e-07 i
 93  12 -8.94662e-06 i
 93  13 -1.08455e-05 i
 93  14 -7.06004e-06 i
 93  15  2.05253e-05 i
 93  16  4.22283e-05 i
 93  17  7.10087e-05 i
 93  18  0.000105972 i
 93  19  0.000155748 i
 93  20  0.000294696 i
 93  21  0.000536505 i
 93  22  0.000902832 i
 93  23  0.00141021 i
 93  24  0.00209475 i
 93  25  0.00294654 i
 93  26  0.00399093 i
 93  27  0.0052753 i
 93  28  0.00672141 i
 93  29  0.00814102 i
 93  30  0.00943785 i
 93  31  0.0104966 i
 93  32  0.0112389 i
 93  33  0.0116138 i
 93  34  0.0114571 i
 93  35  0.0107979 i
 93  36  0.00970843 i
 93  37  0.00812238 i
 93  38  0.00631747 i
 93  39  0.00446576 i
 93  40  0.0023262 i
 93  41  0.000229892 i
 93  42 -0.00160741 i
 93  43 -0.00324113 i
 93  44 -0.00445091 i
 93  45 -0.00574114 i
 93  46 -0.00713338 i
 93  47 -0.0072496 i
 93  48 -0.00727871 i
 93  49 -0.00890256 i
 93  50 -0.0100205 i
 93  51 -0.00890256 i
 93  52 -0.00727871 i
 93  53 -0.0072496 i
 93  54 -0.00713338 i
 93  55 -0.00574114 i
 93  56 -0.00445091 i
 93  57 -0.00324113 i
 93  58 -0.00160741 i
 93  59  0.000229892 i
 93  60  0.0023262 i
 93  61  0.00446576 i
 93  62  0.00631747 i
 93  63  0.00812238 i
 93  64  0.00970843 i
 93  65  0.0107979 i
 93  66  0.0114571 i
 93  67  0.0116138 i
 93  68  0.0112389 i
 93  69  0.0104966 i
 93  70  0.00943785 i
 93  71  0.00814102 i
 93  72  0.00672141 i
 93  73  0.0052753 i
 93  74  0.00399093 i
 93  75  0.00294654 i
 93  76  0.00209475 i
 93  77  0.00141021 i
 93  78  0.000902832 i
 93  79  0.000536505 i
 93  80  0.000294696 i
 93  81  0.000155748 i
 93  82  0.000105972 i
 93  83  7.10087e-05 i
 93  84  4.22283e-05 i
 93  85  2.05253e-05 i
 93  86 -7.06004e-06 i
 93  87 -1.08455e-05 i
 93  88 -8.94662e-06 i
 93  89 -3.00669e-07 i
 93  90  6.61112e-06 i
 93  91  7.15803e-06 i
 93  92  4.87669e-06 i
 93  93  1.41922e-06 i
 93  94 -8.23289e-07 i
 93  95 -1.54607e-06 i
 93  96 -1.30199e-06 o
 93  97 -7.79232e-07 o
 93  98 -3.66689e-07 o
