0	0.998896	1	-0.109218
0.000625	1.00812	1	0.0793284
0.00125	1.01006	1	0.296084
0.001875	1.00685	1	0.49821
0.0025	1.0039	1	0.675746
0.003125	1.00149	1	0.819952
0.00375	0.996363	1	0.923739
0.004375	0.996946	1	0.981978
0.005	0.994239	1	0.991823
0.005625	0.997051	1	0.952774
0.00625	0.998468	1	0.86676
0.006875	1.00145	1	0.738017
0.0075	1.00551	1	0.572881
0.008125	1.00584	1	0.379479
0.00875	1.01041	1	0.167348
0.009375	1.00977	1	-0.0530952
0.01	1.00932	1	-0.270963
0.010625	1.00805	1	-0.475561
0.01125	1.00253	1	-0.656792
0.011875	1.00196	1	-0.805749
0.0125	0.997357	1	-0.915085
0.013125	0.996518	1	-0.979437
0.01375	0.9956	1	-0.9956
0.014375	0.995762	1	-0.962835
0.015	0.999052	1	-0.882682
0.015625	0.999304	1	-0.759166
0.01625	1.00527	1	-0.598293
0.016875	1.00672	1	-0.408052
0.0175	1.00949	1	-0.197741
0.018125	1.01084	1	0.0222088
0.01875	1.00782	1	0.241064
0.019375	1.00854	1	0.447929
0.02	1.00423	1	0.632765
0.020625	1.00172	1	0.78631
0.02125	0.998964	1	0.901171
0.021875	0.995354	1	0.971528
0.0225	0.996266	1	0.994083
0.023125	0.994011	1	0.967551
0.02375	0.998679	1	0.893434
0.024375	1.00013	1	0.775155
0.025	1.00412	1	0.618795
0.025625	1.00742	1	0.43177
0.02625	1.00767	1	0.223586
0.026875	1.01094	1	0.00418832
0.0275	1.00898	1	-0.215314
0.028125	1.00809	1	-0.424429
0.02875	1.00571	1	-0.612527
0.029375	1.0006	1	-0.770711
0.03	0.999644	1	-0.890794
0.030625	0.995033	1	-0.967295
0.03125	0.995992	1	-0.995992
0.031875	0.995664	1	-0.975942
0.0325	0.997552	1	-0.907655
0.033125	1.00093	1	-0.794976
0.03375	1.00222	1	-0.642956
0.034375	1.00744	1	-0.459599
0.035	1.00788	1	-0.253384
0.035625	1.01029	1	-0.0350401
0.03625	1.01032	1	0.185283
0.036875	1.00684	1	0.396122
0.0375	1.00648	1	0.587721
0.038125	1.0013	1	0.75002
0.03875	0.999628	1	0.875657
0.039375	0.996808	1	0.957813
0.04	0.994982	1	0.993086
0.040625	0.996324	1	0.979085
0.04125	0.995504	1	0.917166
0.041875	1.00076	1	0.809703
0.0425	1.00199	1	0.662663
0.043125	1.00659	1	0.482615
0.04375	1.00887	1	0.279081
0.044375	1.00878	1	0.0614437
0.045	1.01068	1	-0.158966
0.045625	1.00739	1	-0.371891
0.04625	1.00628	1	-0.566272
0.046875	1.00306	1	-0.733098
0.0475	0.998756	1	-0.863613
0.048125	0.997691	1	-0.951913
0.04875	0.993278	1	-0.993159
0.049375	0.99624	1	-0.985768
0.05	0.99624	1	-0.929712
0.050625	0.999787	1	-0.82808
0.05125	1.00304	1	-0.685607
0.051875	1.00497	1	-0.509524
0.0525	1.00922	1	-0.308328
0.053125	1.0084	1	-0.0920529
0.05375	1.0103	1	0.128733
0.054375	1.00896	1	0.34314
0.055	1.00524	1	0.540557
0.055625	1.00408	1	0.711405
0.05625	0.998368	1	0.847045
0.056875	0.997933	1	0.941108
0.0575	0.99523	1	0.988584
0.058125	0.995339	1	0.987575
0.05875	0.997	1	0.937634
0.059375	0.997865	1	0.841776
0.06	1.00305	1	0.7041
0.060625	1.00388	1	0.532076
0.06125	1.00869	1	0.333408
0.061875	1.00974	1	0.118713
0.0625	1.00915	1	-0.102337
0.063125	1.00957	1	-0.317907
0.06375	1.00508	1	-0.518379
0.064375	1.00405	1	-0.692855
0.065	1.00037	1	-0.833794
0.065625	0.997257	1	-0.933196
0.06625	0.996384	1	-0.987235
0.066875	0.993808	1	-0.992176
0.0675	0.99711	1	-0.948855
0.068125	0.99728	1	-0.858325
0.06875	1.00217	1	-0.726114
0.069375	1.0051	1	-0.557686
0.07	1.00727	1	-0.36233
0.070625	1.01048	1	-0.148736
0.07125	1.00822	1	0.0717346
0.071875	1.00959	1	0.288984
0.0725	1.00684	1	0.491648
0.073125	1.00317	1	0.670331
0.07375	1.00146	1	0.815741
0.074375	0.995702	1	0.921119
0.075	0.996823	1	0.980985
0.075625	0.994454	1	0.99256
0.07625	0.996536	1	0.955242
0.076875	0.998251	1	0.870757
0.0775	1.00051	1	0.743522
0.078125	1.00517	1	0.579402
0.07875	1.00546	1	0.38701
0.079375	1.01013	1	0.175161
0.08	1.01001	1	-0.044942
0.080625	1.00889	1	-0.263342
0.08125	1.00789	1	-0.468307
0.081875	1.00212	1	-0.650819
0.0825	1.00156	1	-0.80073
0.083125	0.997683	1	-0.911906
0.08375	0.996088	1	-0.97755
0.084375	0.995812	1	-0.995812
0.085	0.995172	1	-0.96438
0.085625	0.998819	1	-0.886214
0.08625	0.998733	1	-0.763778
0.086875	1.00462	1	-0.604434
0.0875	1.00666	1	-0.414759
0.088125	1.00873	1	-0.205282
0.08875	1.01084	1	0.0147868
0.089375	1.00746	1	0.23361
0.09	1.00841	1	0.4413
0.090625	1.00443	1	0.626882
0.09125	1.00121	1	0.781812
0.091875	0.998849	1	0.898045
0.0925	0.994506	1	0.970085
0.093125	0.996042	1	0.99436
0.09375	0.994436	1	0.969493
0.094375	0.998355	1	0.897098
0.095	1.00027	1	0.780151
0.095625	1.00356	1	0.62518
0.09625	1.00718	1	0.438881
0.096875	1.00676	1	0.231507
0.0975	1.01049	1	0.0120533
0.098125	1.00922	1	-0.207336
0.09875	1.00762	1	-0.417313
0.099375	1.00594	1	-0.605991
0.1	1.00011	1	-0.765698
0.100625	0.999584	1	-0.88692
0.10125	0.99525	1	-0.965332
0.101875	0.995478	1	-0.995478
0.1025	0.995532	1	-0.977386
0.103125	0.996665	1	-0.91055
0.10375	1.00078	1	-0.79951
0.104375	1.00133	1	-0.648658
0.105	1.0073	1	-0.466302
