0 0 0 -0.000345656
0 1 -2.38228e-18 -0.00203003
0 2 4.23516e-18 -0.00365569
0 3 -1.32349e-19 -0.00513995
0 4 -6.08805e-18 -0.00640828
0 5 -2.65732e-18 -0.00739786
0 6 4.58982e-18 -0.00806046
0 7 9.75322e-19 -0.00836428
0 8 -2.20115e-18 -0.00829495
0 9 -1.05776e-18 -0.00785555
0 10 2.87038e-18 -0.00706567
0 11 1.2935e-18 -0.00595978
0 12 -5.54728e-19 -0.00458496
0 13 -3.46382e-20 -0.00299805
0 14 -1.03087e-18 -0.00126265
0 15 1.24077e-18 0.000554043
0 16 -1.19217e-18 0.00238441
0 17 7.67727e-20 0.00416325
0 18 3.66027e-19 0.00583034
0 19 4.07386e-19 0.00733257
0 20 4.09454e-19 0.00862556
0 21 -1.09601e-19 0.00967474
0 22 -4.75629e-19 0.0104559
0 23 -3.37076e-19 0.0109553
0 24 8.89219e-19 0.0111693
0 25 4.54949e-19 0.0111033
0 26 4.1359e-19 0.0107712
0 27 8.6854e-20 0.0101936
0 28 -1.63161e-18 0.00939657
0 29 -1.02002e-18 0.00841027
0 30 1.16219e-18 0.0072673
0 31 5.9557e-19 0.00600138
0 32 3.03989e-19 0.00464614
0 33 2.11345e-18 0.00323398
0 34 -2.97785e-19 0.00179521
0 35 -7.11375e-19 0.000357311
0 36 2.32438e-18 -0.00105552
0 37 -2.82896e-18 -0.00242267
0 38 -8.76811e-19 -0.00372729
0 39 3.63959e-19 -0.00495619
0 40 4.96308e-19 -0.00609973
0 41 1.19114e-18 -0.00715155
0 42 -3.17637e-18 -0.00810824
0 43 -1.91906e-18 -0.00896893
0 44 -4.76456e-18 -0.00973486
0 45 -3.97047e-18 -0.010409
0 46 9.52912e-18 -0.0109955
0 47 1.11173e-17 -0.0114996
0 48 -5.02926e-18 -0.0119267
0 49 -3.57342e-18 -0.0122827
0 50 1.37643e-17 -0.012573
0 51 -1.85288e-18 -0.0128027
0 52 -2.99109e-17 -0.0129764
0 53 5.29396e-19 -0.0130978
0 54 3.81165e-17 -0.0131694
0 55 -8.20563e-18 -0.0131932
0 56 -2.99109e-17 -0.0131694
0 57 1.93229e-17 -0.0130978
0 58 6.88214e-18 -0.0129764
0 59 -9.79382e-18 -0.0128027
0 60 -3.44107e-18 -0.012573
0 61 -3.97047e-18 -0.0122827
0 62 -1.05879e-18 -0.0119267
0 63 6.2204e-18 -0.0114996
0 64 1.98523e-18 -0.0109955
0 65 7.94093e-19 -0.010409
0 66 1.98523e-19 -0.00973486
0 67 -3.17637e-18 -0.00896893
0 68 -3.01094e-18 -0.00810824
0 69 1.85288e-18 -0.00715155
0 70 -3.07711e-18 -0.00609973
0 71 2.53117e-18 -0.00495619
0 72 1.9356e-18 -0.00372729
0 73 3.226e-19 -0.00242267
0 74 -5.29396e-19 -0.00105552
0 75 -6.32793e-19 0.000357311
0 76 -6.32793e-19 0.00179521
0 77 -8.27181e-20 0.00323398
0 78 -9.09899e-20 0.00464614
0 79 6.41065e-19 0.00600138
0 80 8.6854e-20 0.0072673
0 81 4.39957e-19 0.00841027
0 82 -1.86116e-19 0.00939657
0 83 -6.53473e-19 0.0101936
0 84 3.66027e-19 0.0107712
0 85 5.37667e-20 0.0111033
0 86 4.9424e-19 0.0111693
0 87 -4.1359e-21 0.0109553
0 88 -6.83458e-19 0.0104559
0 89 5.53177e-19 0.00967474
0 90 -2.50222e-19 0.00862556
0 91 -1.86116e-20 0.00733257
0 92 1.84358e-18 0.00583034
0 93 -5.9557e-19 0.00416325
0 94 -6.49337e-19 0.00238441
0 95 -6.96641e-19 0.000554043
0 96 3.44055e-19 -0.00126265
0 97 4.16175e-20 -0.00299805
0 98 7.21844e-19 -0.00458496
0 99 9.60337e-19 -0.00595978
0 100 -4.31494e-18 -0.00706567
0 101 -3.26e-18 -0.00785555
0 102 4.57146e-18 -0.00829495
0 103 6.50048e-19 -0.00836428
0 104 2.36936e-18 -0.00806046
0 105 -2.06175e-18 -0.00739786
0 106 -2.38228e-18 -0.00640828
0 107 -1.45584e-18 -0.00513995
0 108 -8.47033e-18 -0.00365569
0 109 -5.4263e-18 -0.00203003
1 0 -3.69271e-13 -0.00199312
1 1 -1.64375e-12 -0.00361825
1 2 -1.21605e-11 -0.00509877
1 3 -7.75785e-11 -0.00635706
1 4 -4.23704e-10 -0.00732779
1 5 -1.98462e-09 -0.0079609
1 6 -7.97518e-09 -0.00822384
1 7 -2.74384e-08 -0.00810255
1 8 -8.04289e-08 -0.00760157
1 9 -1.98949e-07 -0.0067431
1 10 -4.07411e-07 -0.0055652
1 11 -6.63513e-07 -0.00411928
1 12 -7.70865e-07 -0.00246711
1 13 -3.4869e-07 -0.000677417
1 14 9.84267e-07 0.00117756
1 15 3.14743e-06 0.0030255
1 16 5.20115e-06 0.00479718
1 17 4.98307e-06 0.00642923
1 18 1.20014e-06 0.0078665
1 19 -6.69654e-06 0.00906375
1 20 -1.43354e-05 0.00998681
1 21 -1.42897e-05 0.0106131
1 22 -5.91313e-06 0.0109317
1 23 1.53336e-05 0.0109426
1 24 2.81337e-05 0.0106562
1 25 2.7492e-05 0.0100913
1 26 6.77031e-06 0.00927431
1 27 -3.55403e-05 0.00823712
1 28 -5.95362e-05 0.00701551
1 29 -5.80849e-05 0.00564751
1 30 -2.11777e-05 0.00417174
1 31 3.08979e-06 0.00262608
1 32 -2.11435e-05 0.0010464
1 33 -6.50723e-05 -0.000534343
1 34 -0.000138084 -0.00208692
1 35 -0.000249156 -0.00358625
1 36 -0.00034709 -0.00501173
1 37 -0.000403036 -0.00634725
1 38 -0.00044626 -0.00758115
1 39 -0.000532438 -0.00870588
1 40 -0.000761244 -0.00971772
1 41 -0.00108617 -0.0106163
1 42 -0.00125369 -0.011404
1 43 -0.00132801 -0.0120857
1 44 -0.00163447 -0.0126679
1 45 -0.00196845 -0.0131586
1 46 -0.00207511 -0.0135664
1 47 -0.00228797 -0.0139004
1 48 -0.00278151 -0.0141698
1 49 -0.00303974 -0.0143832
1 50 -0.00276237 -0.0145488
1 51 -0.00286524 -0.0146738
1 52 -0.00348831 -0.0147643
1 53 -0.00349426 -0.0148253
1 54 -0.00333301 -0.0148605
1 55 -0.00339742 -0.014872
1 56 -0.00333301 -0.0148605
1 57 -0.00349426 -0.0148253
1 58 -0.00348831 -0.0147643
1 59 -0.00286524 -0.0146738
1 60 -0.00276237 -0.0145488
1 61 -0.00303974 -0.0143832
1 62 -0.00278151 -0.0141698
1 63 -0.00228797 -0.0139004
1 64 -0.00207511 -0.0135664
1 65 -0.00196845 -0.0131586
1 66 -0.00163447 -0.0126679
1 67 -0.00132801 -0.0120857
1 68 -0.00125369 -0.011404
1 69 -0.00108617 -0.0106163
1 70 -0.000761244 -0.00971772
1 71 -0.000532438 -0.00870588
1 72 -0.00044626 -0.00758115
1 73 -0.000403036 -0.00634725
1 74 -0.00034709 -0.00501173
1 75 -0.000249156 -0.00358625
1 76 -0.000138084 -0.00208692
1 77 -6.50723e-05 -0.000534343
1 78 -2.11435e-05 0.0010464
1 79 3.08979e-06 0.00262608
1 80 -2.11777e-05 0.00417174
1 81 -5.80849e-05 0.00564751
1 82 -5.95362e-05 0.00701551
1 83 -3.55403e-05 0.00823712
1 84 6.77031e-06 0.00927431
1 85 2.7492e-05 0.0100913
1 86 2.81337e-05 0.0106562
1 87 1.53336e-05 0.0109426
1 88 -5.91313e-06 0.0109317
1 89 -1.42897e-05 0.0106131
1 90 -1.43354e-05 0.00998681
1 91 -6.69654e-06 0.00906375
1 92 1.20014e-06 0.0078665
1 93 4.98307e-06 0.00642923
1 94 5.20115e-06 0.00479718
1 95 3.14743e-06 0.0030255
1 96 9.84267e-07 0.00117756
1 97 -3.4869e-07 -0.000677417
1 98 -7.70865e-07 -0.00246711
1 99 -6.63513e-07 -0.00411928
1 100 -4.07411e-07 -0.0055652
1 101 -1.98949e-07 -0.0067431
1 102 -8.04289e-08 -0.00760157
1 103 -2.74384e-08 -0.00810255
1 104 -7.97518e-09 -0.00822384
1 105 -1.98462e-09 -0.0079609
1 106 -4.23704e-10 -0.00732779
1 107 -7.75785e-11 -0.00635706
1 108 -1.21605e-11 -0.00509877
1 109 -1.64375e-12 -0.00361825
2 0 -3.19422e-12 -0.00352276
2 1 -1.23702e-11 -0.00500435
2 2 -7.93059e-11 -0.00626051
2 3 -4.40846e-10 -0.00722297
2 4 -2.10094e-09 -0.00783945
2 5 -8.59268e-09 -0.00807602
2 6 -3.01345e-08 -0.00791839
2 7 -9.03448e-08 -0.00737201
2 8 -2.30046e-07 -0.00646115
2 9 -4.90933e-07 -0.00522697
2 10 -8.55096e-07 -0.00372491
2 11 -1.13996e-06 -0.00202131
2 12 -9.25192e-07 -0.000189833
2 13 3.33396e-07 0.00169235
2 14 2.89925e-06 0.00354831
2 15 6.05856e-06 0.00530485
2 16 8.21235e-06 0.00689552
2 17 6.14767e-06 0.00826315
2 18 -6.7515e-07 0.00936175
2 19 -1.17295e-05 0.0101577
2 20 -2.22527e-05 0.0106301
2 21 -2.16892e-05 0.0107713
2 22 -1.57328e-05 0.0105852
2 23 6.72248e-06 0.0100871
2 24 2.15183e-05 0.00930152
2 25 2.41812e-05 0.00826084
2 26 1.28367e-05 0.00700303
2 27 -2.16999e-05 0.00556985
2 28 -4.06255e-05 0.00400493
2 29 -6.5618e-05 0.00235193
2 30 -8.43581e-05 0.000653021
2 31 -0.000113204 -0.00105247
2 32 -0.000169494 -0.00272911
2 33 -0.000261429 -0.00434614
2 34 -0.00042178 -0.00587792
2 35 -0.000598527 -0.00730421
2 36 -0.000725739 -0.00861012
2 37 -0.000935625 -0.00978594
2 38 -0.00132367 -0.0108267
2 39 -0.00166624 -0.0117319
2 40 -0.00195221 -0.0125045
2 41 -0.0024562 -0.0131509
2 42 -0.00297409 -0.0136796
2 43 -0.00328709 -0.0141014
2 44 -0.00379817 -0.014428
2 45 -0.00442896 -0.014672
2 46 -0.0047692 -0.0148462
2 47 -0.00512738 -0.0149632
2 48 -0.00576454 -0.015035
2 49 -0.00622382 -0.015073
2 50 -0.00612501 -0.0150871
2 51 -0.00629812 -0.0150862
2 52 -0.00696017 -0.0150776
2 53 -0.00692486 -0.0150673
2 54 -0.00692777 -0.0150594
2 55 -0.00720198 -0.0150565
2 56 -0.00692777 -0.0150594
2 57 -0.00692486 -0.0150673
2 58 -0.00696017 -0.0150776
2 59 -0.00629812 -0.0150862
2 60 -0.00612501 -0.0150871
2 61 -0.00622382 -0.015073
2 62 -0.00576454 -0.015035
2 63 -0.00512738 -0.0149632
2 64 -0.0047692 -0.0148462
2 65 -0.00442896 -0.014672
2 66 -0.00379817 -0.014428
2 67 -0.00328709 -0.0141014
2 68 -0.00297409 -0.0136796
2 69 -0.0024562 -0.0131509
2 70 -0.00195221 -0.0125045
2 71 -0.00166624 -0.0117319
2 72 -0.00132367 -0.0108267
2 73 -0.000935625 -0.00978594
2 74 -0.000725739 -0.00861012
2 75 -0.000598527 -0.00730421
2 76 -0.00042178 -0.00587792
2 77 -0.000261429 -0.00434614
2 78 -0.000169494 -0.00272911
2 79 -0.000113204 -0.00105247
2 80 -8.43581e-05 0.000653021
2 81 -6.5618e-05 0.00235193
2 82 -4.06255e-05 0.00400493
2 83 -2.16999e-05 0.00556985
2 84 1.28367e-05 0.00700303
2 85 2.41812e-05 0.00826084
2 86 2.15183e-05 0.00930152
2 87 6.72248e-06 0.0100871
2 88 -1.57328e-05 0.0105852
2 89 -2.16892e-05 0.0107713
2 90 -2.22527e-05 0.0106301
2 91 -1.17295e-05 0.0101577
2 92 -6.7515e-07 0.00936175
2 93 6.14767e-06 0.00826315
2 94 8.21235e-06 0.00689552
2 95 6.05856e-06 0.00530485
2 96 2.89925e-06 0.00354831
2 97 3.33396e-07 0.00169235
2 98 -9.25192e-07 -0.000189833
2 99 -1.13996e-06 -0.00202131
2 100 -8.55096e-07 -0.00372491
2 101 -4.90933e-07 -0.00522697
2 102 -2.30046e-07 -0.00646115
2 103 -9.03448e-08 -0.00737201
2 104 -3.01345e-08 -0.00791839
2 105 -8.59268e-09 -0.00807602
2 106 -2.10094e-09 -0.00783945
2 107 -4.40846e-10 -0.00722297
